is_offensive,description
1,"edu dracena rebate reclamação ricardo oliveira : otário assine canal assistir últimos vídeos 00/0 ajude alcançar assinante 0000k ! totalmente grátis : URL website : URL everything published on n000snow and videonews is protected by international copyright laws ."
1,"pequena paródia anime naruto ! animação/sonoplastia : -- -- -- -- -- -- -- -david maia -- -- -- -- -- -- -- - página fb : URL página canal : URL contato : gmail : EMAIL dubladores : -- -- -- -- -- -- -- -matheus lopes -- -- -- -- -- -- -- - página fb : URL canal : URL -- -- -- -- -- -- -- -gabrielle antunes -- -- -- -- -- -- -- - página fb : URL canal : URL -- -- -- -- -- -- -- -aldo mendonça -- -- -- -- -- -- -- - página fb : URL som : URL URL URL"
1,"letra : nog : pa to mema nóia vários dia , tretado tia , porque viu pia dando beijo língua prima nesse ringue , mike pique estilingue , acerto rima bilingui , costa nsync . ouve nsync , conhece raça damassa parça calça larga caça vagina . indigne , indicie , ninguém resigne flow digne digue antes designe . bang bang gang fuck putas ! nunca , espanque putas , damassa ! máfia pesada igual frank lucas . ya ! maluco pedaço bellair ! rimando couvert guio igual chofer . hell yeah . fiz freestyle gastou folha , duas verso rola , dura ! pra cala boca , damassa fumaça raça praga enxame zika , porra predella : pompéia , bica pedra ! costa gold mina aféta . terrorista rimador sensor falso poeta . levada quetamina , odeio mina queta . alucina igual sangue sobre anfetamina meta . disseram boom , disse fya ! foda-se tyler ! 0 triplos 0 chicken jr melhor estilo life . globo manipulaction , deixam thiago layfer . fox , adam sandler guarguela michelle phypher . passa lo pipe . marcola sniper , predella tiger wood , predella weed tiger odeio tyga : salva salve salvo rima levada flipada flow disciplina ve ai deu briza salvia ( uharhhh . ) nausea . sinto barriga vazia . eutanasia , enfermeira oriental , to asia ? to azia , asa . zona oeste made in braza , damassa ! família pesada , muchas gracias . don cesão : ya-ba-da-ba-duh , don ! fat-flingston , bad-rock ! cracolândia , down-town ! paulo - capital , moral fuga flow navalha , chame fat crugger ! falem , falem , falem . falem demais . amigo , vira inimigo preocupa comigo faz . metade faço chama cuzão . talvez pro fracasso explicação . don cesão ! sente aperta mão ? luz , camera ação bilu tetéia sergin malandro achando rimas tia velha . viu gostosa platéia pergunto - fode ? ai nao pode - rainha blowjob . naquela buceta rappers ipod uhhm rs oh ma good ! chayco : boa noite ! sonâmbulo . tag , símbolo . sample beat pede rap to vandalo . to peso buffalo , identidade ; vira réplica subversivo rótulos , mentes métas . pique flash apetite cash ritmo fya . secreto supply . 00 0 esperto , ripo queto , charasguaya , tamo on fire núcleo móca baixo saia ( gluff rs ) mocado igual saigon , 0 00 cypher ! som . vo interessa nocaute mike tyson , ma nigga grão . sei q so loco rima flexiono . aqui selecsiono , dezembro janeiro decepciono . quer faça ? faço sei faze , imitar . tenta entender . chega pra conhece , intrometer . quer saber ? assimilo tracks , alcohol tag . escuta levo serio lek , viso cash , duplex tey ! spinardi : rap estímulo novidade dedo pras cameras . ideia forte vem explode cerâmicas . baba ovo , to ativa novo . papo reto . palavras encendeiam flamulas . ranzinza bicudo , rap escuto vitoria calo boca deveria ter nascido mudo . vou correr pouco futuro . vo compra chocolate cigarrão bem gordão barrigudo . chuto pedra afogo dentro cerva camarada releva olhar vazio minerva . respeita leva mc 's preza , arrombado ! apresento saco malhado . licença aqui , levada continua acelerada , base posso sentir : vagabundo fala , chora aguenta pique ; ! comédia fala vacilção situação , bota fita , volta volta fita jão . esticaria braço inteiro pra desse mão la atraz , cusão ! desculpe ato fode . evite bla-bla-bla prefiro som costa gold . nessa track 0 tipos mc . aprenderam algo comigo aprendi ."
1,"canal dessa merda viva : URL"
1,"mc magrinho - briga xereca piru - funk 0000. inscreva-se canal : URL conheça solteiras : URL baixar : URL divulgue música conosco facebook : URL email : EMAIL faça orçamento inscreva canal fique atualizado lançamentos . URL / URL / URL artista : mc magrinho música : briga xereca piru produção : dj pikeno ano lançamento música : 0000 fique atualizado : URL site : URL contato - EMAIL gênero : funk proibidão , funk putaria , brazil , funk sp , funk rj lançamento funk 0000 fique dentro novidades funk top basta instalar extensão chrome : URL firefox : URL URL URL letra música nesse combate vou falar olha saiu vencedor piru comeu xereca rapidinho canelou jeb direto xereca soco cruzada pegou grilo peita pra ver peita pra ver peita pra ver piru xereca lutando ufc peita pra ver piru xereca lutando ufc piru xereca lutando ufc ( 0x ) mc magrinho - briga xereca piru ( música nova 0000 )"
1,"instagram : URL facebook : URL twitter : URL snapchat : vilhennaal facebook : URL -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -"
1,"mc brinquedo - acaba piroca danada - funk 0000 . download : URL contato divulgação facebook : URL email : EMAIL whatsapp : 00 00000-0000 ( jefferson ) inscreva canal fique atualizado lançamentos . URL / URL / URL artista : mc brinquedo música : acaba piroca danada produção : dj japah ano lançamento música : 0000 loja funk top : URL fique atualizado : URL URL contato - EMAIL gênero : funk proibidão , funk putaria , brazil , funk sp , funk rj lançamento funk 0000 fique dentro novidades funk top basta instalar extensão chrome : URL firefox : URL URL URL letra música dj japah vai mandar então escuta parada brinquedo vai mandar então escuta parada acaba piroca danada mandei chupar mordei cabecinha piroca novinha ( 0x ) mc brinquedo - acaba piroca danada ( música nova 0000 )"
1,": : : : inscrevam-se ! ! : : : : canal fase crescimento compartilhem aí família ! inscreva - canal ative notificações perder nenhum lançamento ! deixe like soundcloud : URL facebook : URL"
1,"assistir vídeo quiser descobrir dicas legais aqui canal , sugiro assista três vídeos abaixo : fazer ebook - URL gatilhos mentais - URL tubarão baleia x negócios - URL gostou desse vídeo , esqueça inscrever canal ficar dentro novidades sobre marketing digital empreendedorismo . assista periscope : @ brunonpp encontre instagram : @ brunopinheiro.me facebook : URL site : URL usa whatsapp ? siga passos abaixo receber melhores dicas áudios veja pode diferenciar concorrência , criar negócio online , captar clientes vender - salve número celular ( 00 ) 00000-0000 - envie mensagem quero resultado junto nome . - pronto ! aguarde mensagem confirmação"
1,"tocar assunto masturbação filhos sempre precisa ser constrangedor pais . saber escolher jeito certo comunicar filho adolescente . elenco antonio tabet camillo borges daniel belmonte evelyn castro making of : URL erros gravação : URL apps games : URL camisas produtos : URL canal porta fundos . lançamos vídeos todas segundas , quintas sábados 00h ."
1,"video oficial rap viado apresentado azizi mc . gays chegando força cenário rap nacional pra mostrar preconceito vez hip-hop . acompanhe artista : URL URL URL URL dirigido caroline andrade . bh 0000"
1,"johnny hooker polemiza diz jesus travesti bicha durante apresentação festival inverno garanhuns , pernambuco . polêmica , jonhnny hooker denunciado ministério público federal . inscreva-se central m.o ative sininho ser notificado novas matérias ! página central m.o facebook : URL inscreva-se canal : URL contato : EMAIL johnny hooker alvo notícia-crime após dizer jesus travesti documento advogado pede prisão preventiva cantor pernambucano caso compareça polícia instauração inquérito após dizer jesus travesti durante show festival inverno garanhuns , cantor pernambucano johnny hooker alvo notícia-crime nesta segunda-feira ( 00 ) . queixa feita advogado jethro ferreira , ordem advogados brasil seccional alagoas , afirma artista ofendeu seguidores cristianismo , tendo praticado infrações penais pois pessoas professam fé cristã têm pessoa jesus cristo pessoa sexo masculino , heterossexual [ ] qualquer afirmativa diferente desses dogmas considerada ofensa fé cristã . texto documento , advogado apoia queixa artigo 00 lei federal n 0.000 , alega pratica , induz incita discriminação preconceito raça , cor , etnia , religião procedência nacional sujeito pena reclusão três anos multa . documento usa artigo 000 código penal , afirma escarnecer alguém publicamente motivo crença função religiosa , impedir perturbar cerimônia prática culto religioso , vilipendiar publicamente ato objeto culto religioso pode resultar detenção mês ano multa . fim , ferreira pede instauração inquérito policial apurar caso , designação delegado especial , oitiva testemunhas , realização perícias interrogatório cantor johnny hooker , estando sujeito decretação prisão preventiva caso compareça polícia . entenda caso show , realizado última sexta-feira ( 00 ) , johnny hooker fez discurso defesa peça evangelho segundo jesus , rainha céu , monólogo jesus interpretado atriz transexual renata carvalho . espetáculo censurado após imbróglio judicial desembargadores , prefeito garanhuns ordem pastores evangélicos município . jesus voltasse agora terra travesti ? amar próximo si ? aqui festival falso viva liberdade . pois , quero dizer jesus travesti , afirma hooker . seguida , puxou coro : ih ih ih , jesus travesti . atitude dividiu público presente cantor chegou receber vaias . enfia vaia c * , reagiu artista . monólogo apresentado cidade sob tensão última sexta-feira ( 00 ) , estrutura som iluminação . fonte : correio braziliense"
1,"pegadinha negociando putas # 0 - ft . turma sacanas fala ousados , nesse vídeo barganhar garotas programa , troca alguns utensílios programa . divirtam-se puta pegadinha . canal jc : URL fb : URL twitter : URL instagram luis : URL instagram bruno : URL inscreva-se - subriscribe : URL comedia melhores trollando zueira semana brasil"
1,"beat : portugal @ portugalnobeat voz composição : baco exu blues @ exudoblues gravado , mixado masterizado @ cremenowstudio tas direção fotografia : camila cornelsen @ camilacornelsen segunda câmera : milena seta @ milenaseta elenco : brunely souza @ brunelymesmo _ letra : tudo começa termina lábios amores burros movimentos sábios cê deixa palavras deixa língua cansada ando aprendendo linguagem corpo fala aprendi observar corpo fala pinga exala deixe experimentá-la última tara mesa sala cê sorri goza , goza , goza acho cara engraçado êta , tesão desgraçado pincelada corpo amor , cê quadro cê quadro devo ser cara engraçado reebok classic casaco fila baby , cê tão chique baby , baby cê tão chique buceta língua precisam feat buceta língua precisam feat ( 0x ) _ + baco exu blues facebook.com/bacooficial instagram.com/exudoblues + spotify URL + contato shows leonardo duque EMAIL 00 00000-0000 + contato imprensa jorge velloso EMAIL 00 00000-0000"
1,"inscreva-se URL novas camisetas canecas URL bonecos , chaveiros , adesivos URL doações URL acesse site URL _ _ ________________________ _ _ redes sociais facebook URL twitter URL ask URL klout URL tumblr URL instagram URL google + URL linkedin URL canal 0 : principal URL canal 0 : palavrão URL canal 0 : responde URL _ _ __________________________________________ _ _ sound effects by URL"
1,"ouça album : URL URL ficha tecnica . roteiro : biciente . interprete : pedro henriko . vozes adicionais : camila matsunaga mulls greenberg . produção musical , mixmaster : xb ( ) edição video : claudiorep ( curta youtube ) letras disponiveis genius . links : xxxbientb0y : URL claudiorep : URL URL"
1,"fiz unbox busto ozob vendido nerdstor ccxp sabe ozob.ouça : URL grupo steam : URL live aqui : URL - aplicativo canal - download android : URL download ios : URL siga : twitter - URL instagram - URL vine - URL face - URL snapchat - patifeptf siga beme : patife computador sonhos aqui : URL conheça rocketz : avenida fagundes filho , 000 - vila monte alegre , sp compre jogos pc melhor preço : g0a : URL quer jogar tão bem quanto ? jogue controles gg : URL usando codigo patifaria desconto ! servidores teamspeak 0 , dedicado , vps , vps anti-ddos hospedagem dominio : URL # patifaria URL - patife URL - stereo URL - reginhoo miteiros : drezzy - URL made - URL san - URL patife - URL lipão - URL mito , use # soumito redes sociais ! espalhe palavra ! lives aqui : URL __ curta melhor página face gta v : URL __ músicas funkypanda : URL inscreva-se lá = ] the music was provided by ncs - URL ( incompetech.com ) licensed under creative commons : by attribution 0.0 URL royalty free music by URL sound effects by URL roylaty free music by URL músicas retiradas daqui : URL algumas músicas podem ter sido retiradas biblioteca áudio youtube . music by : URL chill city __ inscreva videos ! : d importante ! comente ! ! ! : d valeeu !"
